Ano;UF;Município;Escola;Rede;Taxa de participação;Participantes;Dados são representativos;Ciências Humanas;Ciências da Natureza;Linguagens e Códigos;Matemática;Redação;Media
2012;SP;São Paulo;D AMBROSIO;Todas;45,71%;16;Não;517,8;477;516,1;533,8;532,5;515,44
2012;SP;São Paulo;DA VILA UNIDADE MORUMBI;Todas;77,46%;55;Sim;658,5;617,6;608,1;705,1;687,3;655,32
2012;SP;São Paulo;DANTE ALIGHIERI;Todas;66,30%;183;Sim;649,7;610,7;587,3;714,4;636,4;639,7
2012;SP;São Paulo;DAS AMERICAS;Todas;78,13%;25;Sim;579,7;546,2;543,6;605,8;552;565,46
2012;SP;São Paulo;DE APLICACAO DA FACULDADE DE EDUCACAO DA USP;Todas;84,75%;50;Sim;585,3;509,4;552,8;576,4;636;571,98
2012;SP;São Paulo;DELTA;Todas;70,00%;14;Sim;575,1;566,9;531,5;637,5;545,7;571,34
2012;SP;São Paulo;DERVILLE ALLEGRETTI PROF;Todas;59,29%;134;Sim;546,4;470,4;515,3;516;547,1;519,04
2012;SP;São Paulo;DIMENSAO;Todas;72,73%;24;Sim;547,4;513,6;519,8;587,4;544;542,44
2012;SP;São Paulo;DISCERE LABORATUM;Todas;100,00%;14;Sim;543,9;534;518,9;645,2;558,6;560,12
2012;SP;São Paulo;DIVINA PASTORA;Todas;53,33%;16;Sim;587,5;574,4;550,1;644,3;578,8;587,02
2012;SP;São Paulo;DOM BOSCO COLEGIO UNID III;Todas;53,49%;23;Sim;559,5;521;530,6;587,8;537,4;547,26
2012;SP;São Paulo;DOM FELIPE;Todas;85,71%;12;Sim;540,3;495,9;522,4;572,2;549,2;536
2012;SP;São Paulo;DOMINUS VIVENDI COLEGIO;Todas;76,00%;19;Sim;559,2;535,2;526,6;627,4;580;565,68
2012;SP;São Paulo;DOMUS SAPIENTIAE COLEGIO;Todas;64,52%;20;Sim;653,2;603,6;603;730,8;666;651,32
2012;SP;São Paulo;DOS ANJOS;Todas;65,12%;28;Sim;529,6;486,8;501,6;534,4;508,6;512,2
2012;SP;São Paulo;DOURADO;Todas;70,59%;24;Sim;573,7;525,5;540,7;618,6;635,8;578,86
2012;SP;São Paulo;DOZE DE OUTUBRO;Todas;78,75%;63;Sim;602,8;564,1;553,5;644,1;593,3;591,56
2012;SP;São Paulo;DUARTE LEOPOLDO E SILVA DOM;Todas;45,56%;113;Não;502,9;454,8;491,8;494,3;513,2;491,4
2011;SP;São Paulo;SALGUEIRO;Todas;47,37%;27;Não;519,3;545,1;584,5;638,5;614,8;580,44
2011;SP;São Paulo;SANTA AMALIA;Todas;80,00%;28;Sim;551,8;545,7;607,3;667,5;678,6;610,18
2011;SP;São Paulo;SANTA CATARINA DE SENA COLEGIO;Todas;91,67%;11;Sim;584;620,9;607,3;726,3;750,9;657,88
2011;SP;São Paulo;SANTA CRUZ;Todas;45,18%;103;Não;647,8;665,7;658,9;813,5;710,6;699,3
2011;SP;São Paulo;SANTA CRUZ LICEU;Todas;50,00%;14;Sim;538,2;527,8;601,8;617;631,4;583,24
2011;SP;São Paulo;SANTA INES;Todas;57,14%;12;Sim;536,8;518,9;584,3;638,8;640;583,76
2011;SP;São Paulo;SANTA ISABEL;Todas;46,88%;15;Não;512,3;494,1;566,2;591,6;602,7;553,38
2011;SP;São Paulo;SANTA IZILDINHA;Todas;54,90%;28;Sim;509,6;496,2;579,3;585,1;598,6;553,76
2011;SP;São Paulo;SANTA LUCIA FILIPPINI;Todas;73,08%;19;Sim;504,2;513,8;570;611,4;553,7;550,62
2011;SP;São Paulo;SANTA MARCELINA;Todas;59,42%;41;Sim;575,5;580,9;622,6;715,1;679,4;634,7
2011;SP;São Paulo;SANTA RITA DE CASSIA;Todas;27,45%;14;Não;500,1;499,2;581,1;576,8;589,2;549,28
2011;SP;São Paulo;SANTA TERESINHA COLEGIO SALESIANO;Todas;68,00%;102;Sim;553,8;567;603,5;687,2;672,8;616,86
2011;SP;São Paulo;SANTA TEREZA ESCOLA DE EFM;Todas;34,29%;12;Não;511,8;529,8;547,6;633,5;590;562,54
2011;SP;São Paulo;SANTANA COLEGIO;Todas;66,67%;34;Sim;539,9;522,5;574;661,6;650,6;589,72
2011;SP;São Paulo;SANTO AGOSTINHO;Todas;77,19%;44;Sim;580,6;570,5;597,8;695,5;647,3;618,34
2011;SP;São Paulo;SANTO ANTONIO DE LISBOA;Todas;58,70%;81;Sim;566,3;550,3;604,7;650,8;679;610,22
2011;SP;São Paulo;SANTO IVO;Todas;39,13%;9;Não;566,6;531,2;591,7;657,7;640;597,44
2011;SP;São Paulo;SAO DOMINGOS;Todas;46,51%;20;Não;550,5;504,4;576,2;607,6;604;568,54
2011;SP;São Paulo;SAO DOMINGOS SAVIO;Todas;59,09%;13;Sim;532;517,6;575,2;597,6;615,4;567,56
2011;SP;São Paulo;SAO FRANCISCO;Todas;72,22%;13;Sim;520,6;520,1;590,7;587;635,4;570,76
2011;SP;São Paulo;SAO JOAO GUALBERTO;Todas;64,10%;25;Sim;512,9;528,7;557,6;607,2;595,2;560,32
2011;SP;São Paulo;SAO JOSE COLEGIO AGOSTINIANO;Todas;75,20%;94;Sim;586,9;580,4;609,6;707,3;715,3;639,9
2011;SP;São Paulo;SAO JOSE DE VILA MATILDE ESCOLA;Todas;69,23%;63;Sim;529,7;537,1;585,5;637,5;630,8;584,12
2011;SP;São Paulo;SAO JOSE DOS PADRES DE SION;Todas;51,32%;39;Sim;521,6;532,3;572,3;619,1;621,4;573,34
2011;SP;São Paulo;SAO JUDAS TADEU;Todas;37,37%;37;Não;528,7;543,5;585,3;645;603,8;581,26
2011;SP;São Paulo;SAO LUIS COLEGIO;Todas;80,34%;94;Sim;599;603,1;628,8;718,7;701,1;650,14
2011;SP;São Paulo;SAO LUIS COLEGIO UNIDADE II;Todas;83,33%;100;Sim;551,7;547,1;589,8;618,6;622;585,84
2011;SP;São Paulo;SAO LUIZ DE GONZAGA III;Todas;61,54%;16;Sim;528,9;529,4;584,2;604,1;591,3;567,58
2011;SP;São Paulo;SAO MIGUEL ARCANJO COLEGIO FRANCISCANO;Todas;46,67%;28;Não;546,3;542;591,2;609,8;642,9;586,44
2011;SP;São Paulo;SAO PAULO COLEGIO;Todas;78,36%;105;Sim;578,8;599,1;615,5;714,3;701;641,74
2011;SP;São Paulo;SAO PAULO COLEGIO METROPOLITANO;Todas;36,84%;7;Não;488,1;441,1;550,3;573,7;570;524,64
2011;SP;São Paulo;SAO PAULO DA CRUZ COLEGIO PASSIONISTA;Todas;59,55%;53;Sim;549,1;538,4;601,5;644,7;636,2;593,98
2011;SP;São Paulo;SAO PAULO ETEC DE;Todas;85,79%;169;Sim;626,6;614,9;647,4;754,1;714,4;671,48
2011;SP;São Paulo;SAO SABAS;Todas;39,18%;38;Não;513,8;514,2;567,1;569,9;607,6;554,52
2011;SP;São Paulo;SAO TEODORO DE NOSSA SENHORA DE SION ESCOLA;Todas;74,47%;35;Sim;577;560,8;606,8;698,7;610,7;610,8
2011;SP;São Paulo;SAO VICENTE DE PAULO COLEGIO PENHA;Todas;63,16%;72;Sim;544,9;536,2;580;640,5;623,1;584,94
2011;SP;São Paulo;SAO VICENTE DE PAULO ESCOLA;Todas;60,42%;29;Sim;532,9;560,7;587,2;642,7;611;586,9
2011;SP;São Paulo;SATELITE;Todas;57,58%;19;Sim;530,6;511;582,6;598,4;592,6;563,04
2011;SP;São Paulo;SENA DE MIRANDA COLEGIO UNIDADE II;Todas;53,13%;17;Sim;454,9;450,9;535,8;523,3;530,6;499,1
2011;SP;São Paulo;SERGIO BUARQUE DE HOLANDA;Todas;41,67%;10;Não;553,4;533,6;595,6;641,5;704;605,62
2011;SP;São Paulo;SIGMUND FREUD;Todas;38,46%;5;Não;453,7;468,4;554,8;632,1;532;528,2
2011;SP;São Paulo;SILVA;Todas;46,09%;118;Não;464,3;457;525,1;503,9;517,2;493,5
2011;SP;São Paulo;SILVA PRADO DEPUTADO;Todas;64,60%;177;Sim;470,3;461;532,6;512;573,5;509,88
2011;SP;São Paulo;SOLUCAO MASTER;Todas;40,00%;8;Não;548,6;535,3;585,1;616,5;637,5;584,6
2011;SP;São Paulo;SOUZA GOUVEIA;Todas;58,33%;7;Não;475,7;490,4;562,4;525,4;542,9;519,36
2011;SP;São Paulo;SOUZA LOPES;Todas;34,78%;8;Não;464,2;445,3;530,7;525,1;552,5;503,56
2011;SP;São Paulo;SPINOSA COLEGIO UNIDADE II;Todas;48,00%;24;Não;537,9;530,4;573,2;639,2;590;574,14
2011;SP;São Paulo;STELLA MARIS COLEGIO SOC INSTRUCAO E BENEFICENCIA;Todas;79,07%;34;Sim;547,6;536,5;592,4;662,8;623,5;592,56
2011;SP;São Paulo;STELLA RODRIGUES;Todas;61,29%;19;Sim;518,6;530,5;585;583,3;589,5;561,38
2011;SP;São Paulo;STOCKLER;Todas;67,03%;61;Sim;603,1;618,2;630,4;752,4;666,7;654,16
2011;SP;São Paulo;TERRAMAR;Todas;75,61%;31;Sim;500,9;488,8;561,3;564,4;592,3;541,54
2011;SP;São Paulo;THOMAZ TREGLIA;Todas;52,38%;11;Sim;541,3;511,9;556,3;567,7;610,9;557,62
2011;SP;São Paulo;TOBIAS DE AGUIAR;Todas;37,04%;20;Não;517,8;488,4;559,7;543,8;507;523,34
2011;SP;São Paulo;UNASP SAO PAULO ADVENTISTA COLEGIO;Todas;45,59%;62;Não;518,3;524;575;611;627,7;571,2
2011;SP;São Paulo;UNIMOR COLEGIO NUCLEO 2;Todas;66,67%;32;Sim;539,5;546,4;584,9;667,2;593,8;586,36
2011;SP;São Paulo;VAN GOGH;Todas;54,05%;20;Sim;500,7;505,3;574,1;588,1;525;538,64
2011;SP;São Paulo;VERA CRUZ ESCOLA UNIDDE III;Todas;27,05%;33;Não;603,1;611,7;634,6;733,7;664,2;649,46
2011;SP;São Paulo;VERTICE COLEGIO UNIDADE II;Todas;73,02%;46;Sim;674,3;701,7;665;815,2;762,2;723,68
2011;SP;São Paulo;VERUSKA;Todas;65,85%;27;Sim;508,1;510,1;574,4;589,7;605,9;557,64
2011;SP;São Paulo;VICTORINO;Todas;43,18%;19;Não;517,5;507,3;563,5;603,6;589,5;556,28
2011;SP;São Paulo;VIP COLEGIO JARDIM TREMEMBE;Todas;35,29%;24;Não;510,7;510,8;551,4;599;585;551,38
2011;SP;São Paulo;VIRGEM PODEROSA;Todas;68,42%;26;Sim;547,6;558,1;605;676;653,9;608,12
2011;SP;São Paulo;VISCONDE DE PORTO SEGURO;Todas;85,19%;69;Sim;556,6;549,8;592,3;632,1;682,4;602,64
2011;SP;São Paulo;VISCONDE DE PORTO SEGURO COLEGIO UNIDADE III;Todas;41,30%;57;Não;585,3;574,5;620,4;706,3;612,9;619,88
2011;SP;São Paulo;VOCACIONAL RADIAL COLEGIO INTERNACIONAL;Todas;48,68%;37;Não;535,4;546,4;588;662;636,2;593,6
2011;SP;São Paulo;WALDORF MICAEL DE SAO PAULO COLEGIO;Todas;70,00%;21;Sim;566,7;558,1;605,2;590,4;599,1;583,9
2011;SP;São Paulo;WELLINGTON CENTRO DE ENSINO INTEGRADO;Todas;55,26%;21;Sim;584,3;589,7;602,8;682,8;659,1;623,74
2011;SP;São Paulo;WOLNY CARVALHO RAMOS PROFESSOR;Todas;63,32%;126;Sim;492,2;470,1;544;543,7;583,7;526,74
2011;SP;São Paulo;ZANINI;Todas;23,81%;5;Não;460;468,3;531,3;573,6;528;512,24
2011;SP;São Paulo;ZULEIKA DE BARROS MARTINS FERREIRA PROFESSORA;Todas;42,34%;221;Não;472,5;462;535,1;513,3;555,9;507,76
2012;SP;São Paulo;ADOLFO GORDO SENADOR;Todas;64,24%;97;Sim;521,1;469,3;500,3;506,3;520,8;503,56
2012;SP;São Paulo;ADVENTISTA CIDADE ADEMAR;Todas;68,75%;33;Sim;515,8;477,9;489,1;519,4;489,1;498,26
2012;SP;São Paulo;ADVENTISTA COLEGIO DE INTERLAGOS;Todas;82,98%;39;Sim;573,7;513,9;539,1;606,4;560;558,62
2012;SP;São Paulo;ADVENTISTA DA LIBERDADE;Todas;67,24%;78;Sim;560,3;518,9;532,9;589,9;574,9;555,38
2012;SP;São Paulo;ADVENTISTA DE CAMPO LIMPO;Todas;72,41%;42;Sim;560,7;507,5;517,8;589,5;574,8;550,06
2012;SP;São Paulo;ADVENTISTA DE VILA ALPINA;Todas;50,00%;17;Sim;559,4;496,8;526,1;580;577,7;548
2012;SP;São Paulo;ADVENTISTA DE VILA NOVA CACHOEIRINHA;Todas;46,88%;15;Não;539,3;451;517,3;559,1;560;525,34
2012;SP;São Paulo;ADVENTISTA SANTO AMARO;Todas;69,05%;58;Sim;586,4;537,4;556,7;618,6;593,8;578,58
2012;SP;São Paulo;ADVENTISTA SAO MIGUEL PAULISTA;Todas;74,19%;23;Sim;555,6;501,3;532,6;532,8;517,4;527,94
2012;SP;São Paulo;AGNUS;Todas;40,00%;8;Não;559;507,6;524,6;596,6;497,5;537,06
2012;SP;São Paulo;AGOSTINIANO MENDEL COLEGIO;Todas;89,30%;242;Sim;663,7;648,8;610,5;759,6;680,5;672,62
2012;SP;São Paulo;ALBERT EINSTEIN;Todas;90,63%;29;Sim;544,3;495,9;498,4;548,4;504,1;518,22
2012;SP;São Paulo;ALBERT EINSTEIN ETEC;Todas;85,53%;130;Sim;640,6;574,7;590,3;666,4;631,9;620,78
2012;SP;São Paulo;ALBERT SABIN;Todas;98,28%;114;Sim;668,1;640,2;607,4;744,1;724,4;676,84
2012;SP;São Paulo;ALBERTO CONTE PROFESSOR;Todas;48,64%;305;Não;521,1;461,5;503,2;498,4;504,5;497,74
2012;SP;São Paulo;ALBERTO LEVY PROFESSOR;Todas;48,75%;176;Não;520,7;453,2;499,6;506,9;489,2;493,92
2012;SP;São Paulo;ALBERTO SALOTTI PROF EE;Todas;52,86%;120;Sim;541,2;463,2;510,7;541,6;531,7;517,68
2012;SP;São Paulo;ALBERTO TORRES;Todas;34,38%;11;Não;488,8;448,3;490,8;454,3;460,8;468,6
2012;SP;São Paulo;ALCANCE;Todas;54,55%;24;Sim;563,3;544,5;521;588,8;565,8;556,68
2012;SP;São Paulo;ALEXANDRE VON HUMBOLDT;Todas;77,46%;55;Sim;535;438,9;500;494,1;551,9;503,98
2012;SP;São Paulo;ALIADO COLEGIO UNIDADE JOAO PAULO II;Todas;53,33%;24;Sim;578,1;511,1;533,3;535,8;625,6;556,78
2012;SP;São Paulo;ALVORADA;Todas;53,45%;31;Sim;587,9;539;554;635,3;592,5;581,74
2012;SP;São Paulo;AMELIA DE ARAUJO DONA;Todas;46,83%;59;Não;524,4;463,2;514,9;518,6;543,7;512,96
2012;SP;São Paulo;AMORIM;Todas;100,00%;1;Não;576,6;367,2;520;465,4;420;469,84
2012;SP;São Paulo;AMORIM SANTA TERESA COLEGIO;Todas;29,41%;5;Não;509,6;473,4;538,5;521,3;536;515,76
2012;SP;São Paulo;ANA ROSA DE ARAUJO DONA;Todas;72,00%;72;Sim;521,5;471,2;498,2;521,7;511,1;504,74
2012;SP;São Paulo;ANGELICA COLEGIO;Todas;70,73%;29;Sim;578,3;533,8;550,1;611,2;601,4;574,96
2012;SP;São Paulo;ANGLO MORUMBI COLEGIO;Todas;62,04%;67;Sim;586,1;570,1;556,2;642,3;589,1;588,76
2012;SP;São Paulo;ANHANGUERA;Todas;47,83%;132;Não;520,4;455,2;500,9;499,9;483,3;491,94
2012;SP;São Paulo;ANHEMBI MORUMBI;Todas;49,12%;28;Não;602,5;562,5;564,5;666;591,9;597,48
2012;SP;São Paulo;ANNA TAVARES COLEGIO EIEPG;Todas;80,77%;21;Sim;558,5;503,7;533,3;552,1;574,7;544,46
2012;SP;São Paulo;ANTARES;Todas;58,33%;7;Não;535,6;443,3;503,1;525;545,7;510,54
2012;SP;São Paulo;ANTONIO ALVES CRUZ PROFESSOR;Todas;78,72%;37;Sim;547,4;473,3;527,6;535,2;527,2;522,14
2012;SP;São Paulo;ANTONIO EMILIO SOUZA PENNA PROFESSOR;Todas;52,21%;71;Sim;504,8;449,1;479,7;475,9;484,4;478,78
2012;SP;São Paulo;ANTONIO LISBOA PROFESSOR;Todas;36,11%;13;Não;511,3;475,1;482,5;521,8;483,8;494,9
2012;SP;São Paulo;ANTONIO VIEIRA PADRE;Todas;41,77%;165;Não;524,7;455,3;502,1;507,9;508,8;499,76
2012;SP;São Paulo;APRENDIZ DO FUTURO;Todas;52,38%;11;Sim;576,9;530,5;560,6;633,9;592,7;578,92
2012;SP;São Paulo;ARCY MAJOR;Todas;54,17%;65;Sim;548,5;463,3;526,3;526,2;529,4;518,74
2012;SP;São Paulo;ARGUMENTO;Todas;92,90%;144;Sim;605,1;565,6;562,7;656,4;640,4;606,04
2012;SP;São Paulo;ARQUIDIOCESANO DE SAO PAULO COLEGIO MARISTA;Todas;78,39%;214;Sim;642,2;597,3;592,3;704,7;679;643,1
2012;SP;São Paulo;ASCENDINO REIS PROFESSOR;Todas;59,58%;314;Sim;520,9;455,7;505,9;515,1;519,1;503,34
2012;SP;São Paulo;AUGUSTO LARANJA COLEGIO UNIDADE I;Todas;64,44%;29;Sim;636,8;591,4;587,3;701,7;615,2;626,48
2012;SP;São Paulo;BANDEIRANTES COLEGIO EFM;Todas;86,32%;448;Sim;679;655,3;616,5;772,9;711;686,94
2012;SP;São Paulo;BASILIDES DE GODOY PROF ETEC;Todas;86,80%;171;Sim;629,8;579;583,4;685,5;619,7;619,48
2012;SP;São Paulo;BATISTA BRASILEIRO;Todas;81,82%;36;Sim;637,1;578;583,1;684,5;701,7;636,88
2012;SP;São Paulo;BATISTA DA PENHA;Todas;56,25%;9;Não;545;485;527,8;549,6;508;523,08
2012;SP;São Paulo;BEATISSIMA VIRGEM MARIA;Todas;90,48%;57;Sim;568,5;514,7;540,4;606,7;566;559,26
2012;SP;São Paulo;BEKA COLEGIO UNIDADE III;Todas;44,44%;12;Não;603,1;534,8;547,4;616,6;576,7;575,72
2012;SP;São Paulo;BENJAMIN CONSTANT;Todas;77,78%;35;Sim;617,9;588,7;572,3;675,8;665,7;624,08
2012;SP;São Paulo;BONI CONSILII INSTITUTO EDUCACAO;Todas;88,89%;40;Sim;605;565,7;572,6;667,1;634;608,88
2012;SP;São Paulo;BRASIL JOVEM;Todas;93,33%;14;Sim;575;529,2;551,6;616,3;562,9;567
2012;SP;São Paulo;BRASILIA DE SAO PAULO;Todas;95,70%;89;Sim;614,1;582,7;567,6;681,3;626,7;614,48
2012;SP;São Paulo;BRIDA;Todas;75,00%;18;Sim;567,4;515,6;526,4;562;569,5;548,18
2012;SP;São Paulo;CALHIM MANOEL ABUD;Todas;58,12%;111;Sim;529,1;462,7;508,8;521,7;539,5;512,36
2012;SP;São Paulo;CALIFORNIA JUNIOR;Todas;23,08%;6;Não;542,6;507,7;529,9;617,3;533,3;546,16
2012;SP;São Paulo;CAMARGO ARANHA PROF ETEC;Todas;86,75%;203;Sim;609,8;552,1;568;627,3;616,3;594,7
2012;SP;São Paulo;CAMILO CASTELO BRANCO LICEU;Todas;62,50%;35;Sim;528,5;481,2;501,5;532,6;569,1;522,58
2012;SP;São Paulo;CAMPOS SALLES COLEGIO UNIDADE I;Todas;62,20%;51;Sim;577,8;528,7;543,1;611;574,2;566,96
2012;SP;São Paulo;CAMPOS SALLES COLEGIO UNIDADE II;Todas;74,14%;43;Sim;589,6;539,7;555,6;628;585,6;579,7
2012;SP;São Paulo;CANELLO MARQUES;Todas;77,27%;51;Sim;583,6;544,6;540,3;613,4;601,2;576,62
2012;SP;São Paulo;CARAN APPARECIDO GONCALVES PROFESSOR;Todas;55,80%;125;Sim;529,8;453,4;508,4;492,4;509,3;498,66
2012;SP;São Paulo;CARLOS BRUNETTI;Todas;88,46%;23;Sim;602,5;577,7;573,5;634;613;600,14
2012;SP;São Paulo;CARLOS DRUMMOND DE ANDRADE;Todas;86,67%;26;Sim;640,4;583,2;566,9;690,4;638,5;623,88
2012;SP;São Paulo;CASAGRANDE;Todas;74,19%;23;Sim;592,3;560,5;545,5;668,4;604,4;594,22
2012;SP;São Paulo;CASINHA DO SABER E EXTERNATO ELVIRA RAMOS;Todas;72,41%;21;Sim;578;538,1;538,7;607,7;577,1;567,92
2012;SP;São Paulo;CAVLAC;Todas;80,00%;20;Sim;551,5;482;530,5;580;579;544,6
2012;SP;São Paulo;CENTENARIO;Todas;50,00%;4;Não;552,8;493,2;529;553,1;515;528,62
2012;SP;São Paulo;CENTRO INTERESCOLAR OBJETIVO UNIDADE TATUAPE;Todas;88,05%;140;Sim;621,6;573;576,4;668,7;630,4;614,02
2012;SP;São Paulo;CERIMAR;Todas;59,26%;16;Sim;560,3;502,6;524,3;568,9;524,7;536,16
2012;SP;São Paulo;CERTUS;Todas;69,79%;67;Sim;550,9;506,5;521;566,6;542,4;537,48
2012;SP;São Paulo;CIVITATIS;Todas;79,31%;46;Sim;612;558,5;564;656,5;630,9;604,38
2012;SP;São Paulo;CLARETIANO DE SAO PAULO;Todas;92,86%;26;Sim;598,9;558,5;576,2;615,5;617,8;593,38
2012;SP;São Paulo;COLEGIO;Todas;77,59%;45;Sim;579,2;537,9;546,2;634,4;558,2;571,18
2012;SP;São Paulo;COLEGIO DOMINANTE LTDA;Todas;75,00%;15;Sim;572,2;516,4;532,3;591;629,3;568,24
2012;SP;São Paulo;COMPANHIA DE MARIA;Todas;63,33%;19;Sim;623,4;607,2;585,9;732,2;661,1;641,96
2012;SP;São Paulo;CONCORDIA;Todas;55,88%;19;Sim;568,1;534,9;535,9;615,5;536,8;558,24
2012;SP;São Paulo;LIBERDADE COLEGIO UNIDADE II;Todas;78,26%;18;Sim;525,9;480,7;524,4;558,9;534,4;524,86
2012;SP;São Paulo;LICEU CARVALHO PINTO EIFM;Todas;52,63%;10;Sim;571;527,9;519,1;646,7;590;570,94
2012;SP;São Paulo;LICEU DE ARTES E OFICIOS DE SAO PAULO;Todas;96,73%;237;Sim;660;615,1;606,9;741,8;737,8;672,32
2012;SP;São Paulo;LIMA GUIMARAES K COLEGIO;Todas;61,54%;16;Sim;561,6;509,1;534,7;606,3;577,5;557,84
2012;SP;São Paulo;LOUREIRO JUNIOR PROFESSOR;Todas;64,19%;138;Sim;518,4;449,9;497,8;503;511,4;496,1
2012;SP;São Paulo;LUIZA DE MARILLAC;Todas;38,71%;12;Não;578,7;534,8;545,6;627,8;593,3;576,04
2012;SP;São Paulo;LUMIERE;Todas;80,00%;44;Sim;581,8;601,9;541,9;670,6;590,2;597,28
2012;SP;São Paulo;LUTERANO COLEGIO SAO PAULO;Todas;52,00%;13;Sim;567;524,4;539,9;569,3;616,9;563,5
2012;SP;São Paulo;MACKENZIE COLEGIO PRESBITERIANO;Todas;82,61%;114;Sim;621;582,3;580,2;656;635,2;614,94
2012;SP;São Paulo;MADRE CABRINI COLEGIO;Todas;90,77%;59;Sim;596,4;568,3;562,9;644,8;573,2;589,12
2012;SP;São Paulo;MADRE MAZZARELLO;Todas;77,55%;38;Sim;575,2;557,9;548,8;661,8;556,8;580,1
2012;SP;São Paulo;MAGISTER COLEGIO UNIDADE SABARA;Todas;94,44%;34;Sim;625,7;560,6;568,8;647,7;586,5;597,86
2012;SP;São Paulo;MANUEL CIRIDIAO BUARQUE PROFESSOR;Todas;63,90%;177;Sim;530,5;469,5;511,4;533,1;531,7;515,24
2012;SP;São Paulo;MANUEL DA NOBREGA PADRE;Todas;47,12%;98;Não;519,6;460,9;498,6;492,7;548,6;504,08
2012;SP;São Paulo;MARAJOARA;Todas;100,00%;13;Sim;584,9;552,9;564,1;648,5;578,5;585,78
2012;SP;São Paulo;MARGARIDA MARIA ORGANIZACAO EDUCACIONAL OEMAR;Todas;59,09%;13;Sim;580,7;526,2;533,8;609,9;558,5;561,82
2012;SP;São Paulo;MARIA DE CARVALHO SENNE PROFESSORA;Todas;44,23%;46;Não;503,2;458;488;480;496,2;485,08
2012;SP;São Paulo;MARIA IMACULADA COLEGIO;Todas;88,46%;23;Sim;629,2;579,9;576,6;665,5;627;615,64
2012;SP;São Paulo;MARIA PETRONILA LIMEIRA DOS MILAGRES MONTEIRO PROFESSORA;Todas;65,17%;116;Sim;515,2;464,2;497,9;501,6;497,3;495,24
2012;SP;São Paulo;MARIO MARQUES DE OLIVEIRA PROFESSOR;Todas;54,50%;224;Sim;530,7;463,1;508,3;510,7;527,5;508,06
2012;SP;São Paulo;MARQUES DE MONTE ALEGRE COLEGIO S;Todas;74,07%;20;Sim;578,5;508,8;552,4;606,7;585,3;566,34
2012;SP;São Paulo;MARTIM FRANCISCO;Todas;43,64%;72;Não;531,7;455,4;505;496,6;545,3;506,8
2012;SP;São Paulo;MARUPIARA;Todas;58,82%;20;Sim;557,6;553,7;543,8;620,5;548,4;564,8
2012;SP;São Paulo;MARY WARD;Todas;69,81%;37;Sim;610,3;569,1;572,2;676,7;638,4;613,34
2012;SP;São Paulo;MATER ET MAGISTRA CENTRO EDUCACIONAL VIVENCIAL;Todas;80,00%;8;Não;623;624,4;610,1;699,7;697,5;650,94
2012;SP;São Paulo;MAUD SA DE MIRANDA MONTEIRO PROFESSORA;Todas;48,39%;75;Não;495,4;448,6;483,4;490,5;480;479,58
2012;SP;São Paulo;MEDICO COLEGIO;Todas;69,05%;29;Sim;568,2;545,1;540,6;638,1;555;569,4
2012;SP;São Paulo;MESQUITA;Todas;68,97%;20;Sim;588,7;537,7;560,9;611,6;628;585,38
2012;SP;São Paulo;MIGUEL DE CERVANTES;Todas;70,53%;67;Sim;640,9;610,3;582;722,5;644,2;639,98
2012;SP;São Paulo;MIGUEL MALUHY COMENDADOR;Todas;46,81%;132;Não;521,6;450,4;497,1;478,6;490,1;487,56
2012;SP;São Paulo;MILTON DA SILVA RODRIGUES PROFESSOR;Todas;20,00%;15;Não;540,6;460,8;486,2;493,1;521,1;500,36
2012;SP;São Paulo;MIRANDA;Todas;80,65%;50;Sim;599;574,8;563,4;648,3;589,6;595,02
2012;SP;São Paulo;MOACYR CAMPOS PROFESSOR;Todas;46,76%;195;Não;526,2;460,1;501,7;512,3;505,5;501,16
2012;SP;São Paulo;MOBILE;Todas;82,76%;120;Sim;686,7;661;622,7;771,5;746,5;697,68
2012;SP;São Paulo;MODULO;Todas;42,31%;33;Não;641,7;575,3;591;674,2;626,1;621,66
2012;SP;São Paulo;MONFORTE;Todas;71,43%;15;Sim;578,2;503,6;528,3;555,4;588,8;550,86
2012;SP;São Paulo;MONTE VIRGEM;Todas;65,38%;17;Sim;542;506,6;513,6;581,7;572,9;543,36
2012;SP;São Paulo;MONTESSORI SANTA TEREZINHA;Todas;79,17%;38;Sim;611,2;572,2;575,1;664,2;620;608,54
2012;SP;São Paulo;MORUMBI SUL;Todas;87,23%;41;Sim;572;523,8;538,6;599,9;559,5;558,76
2012;SP;São Paulo;MOYE PADRE COLEGIO;Todas;77,92%;60;Sim;561,2;507;534,4;584,8;608,1;559,1
2012;SP;São Paulo;MUNDO ATUAL;Todas;57,14%;8;Não;560,1;516,1;521,3;596,7;520;542,84
2012;SP;São Paulo;NAPOLEAO DE CARVALHO FREIRE PROFESSOR;Todas;51,98%;92;Sim;525,6;468,7;504,2;507,3;497,9;500,74
2012;SP;São Paulo;NEOLATINO;Todas;65,52%;19;Sim;581,9;531,7;528,2;625,1;573,7;568,12
2012;SP;São Paulo;NOSSA SENHORA APARECIDA COLEGIO FRANCISCANO;Todas;75,00%;54;Sim;618,1;611,5;583,8;730,2;631,1;634,94
2012;SP;São Paulo;NOSSA SENHORA APARECIDA EDUCANDARIO;Todas;91,67%;22;Sim;555,1;539;540,2;620,2;564,6;563,82
